studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments,Culmen_Length_mm_outlier,Culmen_Depth_mm_outlier,Flipper_Length_mm_outlier,Body_Mass_g_outlier,is_any_outlier,body_mass_kg,bill_area_mm2,bill_ratio,flipper_mass_ratio
PAL0809,45,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,2008-11-03,50.5,15.9,222.0,5550.0,Male,8.46894,-26.60436,,False,False,False,False,False,5.55,802.95,3.1761006289308176,40.0
PAL0809,46,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,2008-11-03,43.6,13.9,217.0,4900.0,Female,8.27141,-26.7765,,False,False,False,False,False,4.9,606.0400000000001,3.1366906474820144,44.285714285714285
PAL0809,47,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N11A1,No,2008-11-09,45.5,13.9,210.0,4200.0,Female,8.47829,-26.61788,Nest never observed with full clutch.,False,False,False,False,False,4.2,632.45,3.273381294964029,50.0
PAL0809,48,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,No,2008-11-09,50.5,15.9,225.0,5400.0,Male,8.65803,-26.57585,Nest never observed with full clutch.,False,False,False,False,False,5.4,802.95,3.1761006289308176,41.666666666666664
PAL0809,49,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N12A1,Yes,2008-11-02,44.9,13.3,213.0,5100.0,Female,8.45167,-26.89644,,False,False,False,False,False,5.1,597.17,3.37593984962406,41.76470588235294
PAL0809,50,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N12A2,Yes,2008-11-02,45.2,15.8,215.0,5300.0,Male,8.55868,-26.67799,,False,False,False,False,False,5.3,714.1600000000001,2.8607594936708862,40.56603773584906
PAL0809,51,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,2008-11-04,46.6,14.2,210.0,4850.0,Female,8.38289,-26.86352,,False,False,False,False,False,4.85,661.72,3.2816901408450705,43.29896907216495
PAL0809,52,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,2008-11-04,48.5,14.1,220.0,5300.0,Male,8.39867,-26.79358,,False,False,False,False,False,5.3,683.85,3.4397163120567376,41.509433962264154
PAL0809,53,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,2008-11-04,45.1,14.4,210.0,4400.0,Female,8.51951,-27.01854,,False,False,False,False,False,4.4,649.44,3.1319444444444446,47.72727272727273
PAL0809,54,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,2008-11-04,50.1,15.0,225.0,5000.0,Male,8.50153,-26.61414,,False,False,False,False,False,5.0,751.5,3.3400000000000003,45.0
PAL0809,55,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,2008-11-04,46.5,14.4,217.0,4900.0,Female,8.48789,-26.83006,,False,False,False,False,False,4.9,669.6,3.2291666666666665,44.285714285714285
PAL0809,56,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,2008-11-04,45.0,15.4,220.0,5050.0,Male,8.63488,-26.75621,,False,False,False,False,False,5.05,693.0,2.922077922077922,43.56435643564357
PAL0809,57,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N16A1,Yes,2008-11-03,43.8,13.9,208.0,4300.0,Female,8.58319,-26.84415,,False,False,False,False,False,4.3,608.8199999999999,3.151079136690647,48.372093023255815
PAL0809,58,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N16A2,Yes,2008-11-03,45.5,15.0,220.0,5000.0,Male,8.63604,-26.7489,,False,False,False,False,False,5.0,682.5,3.033333333333333,44.0
PAL0809,59,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N17A1,Yes,2008-11-06,43.2,14.5,208.0,4450.0,Female,8.48367,-26.86485,,False,False,False,False,False,4.45,626.4000000000001,2.9793103448275864,46.741573033707866
PAL0809,60,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N17A2,Yes,2008-11-06,50.4,15.3,224.0,5550.0,Male,8.74647,-26.79846,,False,False,False,False,False,5.55,771.12,3.2941176470588234,40.36036036036036
PAL0809,61,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,2008-11-03,45.3,13.8,208.0,4200.0,Female,8.65015,-26.79053,,False,False,False,False,False,4.2,625.14,3.2826086956521734,49.52380952380952
PAL0809,62,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,2008-11-03,46.2,14.9,221.0,5300.0,Male,8.60092,-26.84374,,False,False,False,False,False,5.3,688.3800000000001,3.1006711409395975,41.69811320754717
PAL0809,63,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,2008-11-13,45.7,13.9,214.0,4400.0,Female,8.6287,-26.60484,,False,False,False,False,False,4.4,635.23,3.287769784172662,48.63636363636363
PAL0809,64,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,2008-11-13,54.3,15.7,231.0,5650.0,Male,8.49662,-26.84166,,False,False,False,False,False,5.65,852.5099999999999,3.4585987261146496,40.884955752212385
PAL0809,65,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,2008-11-04,45.8,14.2,219.0,4700.0,Female,8.60447,-26.61601,,False,False,False,False,False,4.7,650.3599999999999,3.2253521126760565,46.59574468085106
PAL0809,66,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,2008-11-04,49.8,16.8,230.0,5700.0,Male,8.47067,-26.69166,,False,False,False,False,False,5.7,836.64,2.964285714285714,40.35087719298245
PAL0809,67,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,2008-11-09,46.2,14.4,214.0,4650.0,Unknown,8.24253,-26.8154,Sexing primers did not amplify.,False,False,False,False,False,4.65,665.2800000000001,3.2083333333333335,46.02150537634408
PAL0809,68,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,2008-11-09,49.5,16.2,229.0,5800.0,Male,8.49854,-26.74809,,False,False,False,False,False,5.8,801.9,3.055555555555556,39.48275862068966
PAL0809,69,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,2008-11-13,43.5,14.2,220.0,4700.0,Female,8.64931,-26.68867,,False,False,False,False,False,4.7,617.6999999999999,3.063380281690141,46.80851063829787
PAL0809,70,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,2008-11-13,50.7,15.0,223.0,5550.0,Male,8.63551,-26.74249,,False,False,False,False,False,5.55,760.5,3.3800000000000003,40.18018018018018
PAL0809,71,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,2008-11-03,47.7,15.0,216.0,4750.0,Female,8.53018,-26.72751,,False,False,False,False,False,4.75,715.5,3.18,45.473684210526315
PAL0809,72,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N54A2,Yes,2008-11-03,46.4,15.6,221.0,5000.0,Male,8.35078,-26.70783,,False,False,False,False,False,5.0,723.8399999999999,2.9743589743589745,44.2
PAL0809,73,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,2008-11-09,48.2,15.6,221.0,5100.0,Male,8.24651,-26.66958,,False,False,False,False,False,5.1,751.9200000000001,3.08974358974359,43.333333333333336
PAL0809,74,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,2008-11-09,46.5,14.8,217.0,5200.0,Female,8.58487,-26.5929,,False,False,False,False,False,5.2,688.2,3.1418918918918917,41.730769230769226
PAL0809,75,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,2008-11-06,46.4,15.0,216.0,4700.0,Female,8.47938,-26.9547,,False,False,False,False,False,4.7,696.0,3.0933333333333333,45.95744680851064
PAL0809,76,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,2008-11-06,48.6,16.0,230.0,5800.0,Male,8.5964,-26.71199,,False,False,False,False,False,5.8,777.6,3.0375,39.6551724137931
PAL0809,77,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,2008-11-06,47.5,14.2,209.0,4600.0,Female,8.39299,-26.78733,,False,False,False,False,False,4.6,674.5,3.3450704225352115,45.434782608695656
PAL0809,78,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,2008-11-06,51.1,16.3,220.0,6000.0,Male,8.40327,-26.76821,,False,False,False,False,False,6.0,832.9300000000001,3.1349693251533743,36.666666666666664
PAL0809,79,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,2008-11-09,45.2,13.8,215.0,4750.0,Female,8.24694,-26.65359,,False,False,False,False,False,4.75,623.7600000000001,3.2753623188405796,45.26315789473684
PAL0809,80,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,2008-11-09,45.2,16.4,223.0,5950.0,Male,8.19749,-26.65931,,False,False,False,False,False,5.95,741.28,2.75609756097561,37.47899159663866
PAL0910,81,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,2009-11-18,49.1,14.5,212.0,4625.0,Female,8.35802,-26.2766,,False,False,False,False,False,4.625,711.95,3.386206896551724,45.83783783783784
PAL0910,82,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N1A2,Yes,2009-11-18,52.5,15.6,221.0,5450.0,Male,8.28601,-26.27573,,False,False,False,False,False,5.45,819.0,3.3653846153846154,40.55045871559633
PAL0910,83,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,Yes,2009-11-15,47.4,14.6,212.0,4725.0,Female,8.19101,-26.24369,,False,False,False,False,False,4.725,692.04,3.2465753424657535,44.867724867724874
PAL0910,84,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,2009-11-15,50.0,15.9,224.0,5350.0,Male,8.20042,-26.39677,,False,False,False,False,False,5.35,795.0,3.144654088050314,41.86915887850468
PAL0910,85,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,2009-11-22,44.9,13.8,212.0,4750.0,Female,8.11238,-26.20372,,False,False,False,False,False,4.75,619.62,3.253623188405797,44.63157894736842
PAL0910,86,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,2009-11-22,50.8,17.3,228.0,5600.0,Male,8.27428,-26.30019,,False,False,False,False,False,5.6,878.84,2.936416184971098,40.714285714285715
PAL0910,87,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,2009-11-20,43.4,14.4,218.0,4600.0,Female,8.23468,-26.18599,,False,False,False,False,False,4.6,624.96,3.013888888888889,47.39130434782609
PAL0910,88,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,2009-11-20,51.3,14.2,218.0,5300.0,Male,8.15426,-26.3433,,False,False,False,False,False,5.3,728.4599999999999,3.612676056338028,41.132075471698116
PAL0910,89,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,2009-11-25,47.5,14.0,212.0,4875.0,Female,8.12691,-26.23613,,False,False,False,False,False,4.875,665.0,3.392857142857143,43.48717948717949
PAL0910,90,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,2009-11-25,52.1,17.0,230.0,5550.0,Male,8.27595,-26.11657,,False,False,False,False,False,5.55,885.7,3.0647058823529414,41.44144144144144
PAL0910,91,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,2009-11-25,47.5,15.0,218.0,4950.0,Female,8.29671,-26.08547,,False,False,False,False,False,4.95,712.5,3.1666666666666665,44.04040404040404
PAL0910,92,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,2009-11-25,52.2,17.1,228.0,5400.0,Male,8.36701,-25.89834,,False,False,False,False,False,5.4,892.6200000000001,3.052631578947368,42.22222222222222
PAL0910,93,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,2009-12-01,45.5,14.5,212.0,4750.0,Female,8.15566,-26.22848,,False,False,False,False,False,4.75,659.75,3.1379310344827585,44.63157894736842
PAL0910,94,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,2009-12-01,49.5,16.1,224.0,5650.0,Male,8.83352,-25.69195,,False,False,False,False,False,5.65,796.95,3.074534161490683,39.64601769911504
PAL0910,95,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,2009-11-27,44.5,14.7,214.0,4850.0,Female,8.20106,-26.16524,,False,False,False,False,False,4.85,654.15,3.0272108843537415,44.12371134020619
PAL0910,96,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,2009-11-27,50.8,15.7,226.0,5200.0,Male,8.27102,-26.11244,,False,False,False,False,False,5.2,797.56,3.2356687898089174,43.46153846153846
PAL0910,97,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,2009-11-18,49.4,15.8,216.0,4925.0,Male,8.03624,-26.06594,,False,False,False,False,False,4.925,780.52,3.1265822784810124,43.85786802030457
PAL0910,98,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,2009-11-18,46.9,14.6,222.0,4875.0,Female,7.8881,-26.04726,,False,False,False,False,False,4.875,684.74,3.212328767123288,45.53846153846154
PAL0910,99,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,2009-11-18,48.4,14.4,203.0,4625.0,Female,8.16582,-26.13971,,False,False,False,False,False,4.625,696.96,3.3611111111111107,43.891891891891895
PAL0910,100,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,2009-11-18,51.1,16.5,225.0,5250.0,Male,8.2066,-26.36863,,False,False,False,False,False,5.25,843.15,3.096969696969697,42.857142857142854
PAL0910,101,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,2009-11-22,48.5,15.0,219.0,4850.0,Female,8.10231,-26.18763,,False,False,False,False,False,4.85,727.5,3.2333333333333334,45.154639175257735
PAL0910,102,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,2009-11-22,55.9,17.0,228.0,5600.0,Male,8.3118,-26.35425,,False,False,False,False,False,5.6,950.3,3.288235294117647,40.714285714285715
PAL0910,103,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,2009-11-18,47.2,15.5,215.0,4975.0,Female,8.30817,-26.21651,,False,False,False,False,False,4.975,731.6,3.045161290322581,43.21608040201005
PAL0910,104,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,2009-11-18,49.1,15.0,228.0,5500.0,Male,8.65914,-25.79203,,False,False,False,False,False,5.5,736.5,3.2733333333333334,41.45454545454545
PAL0910,105,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N24A1,Yes,2009-12-01,47.3,13.8,216.0,4725.0,Unknown,8.25818,-26.23886,Sexing primers did not amplify.,False,False,False,False,False,4.725,652.74,3.4275362318840576,45.714285714285715
PAL0910,106,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,2009-12-01,46.8,16.1,215.0,5500.0,Male,8.32359,-26.05756,,False,False,False,False,False,5.5,753.48,2.9068322981366457,39.09090909090909
PAL0910,107,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,2009-11-10,41.7,14.7,210.0,4700.0,Female,8.12311,-26.44815,,False,False,False,False,False,4.7,612.99,2.8367346938775513,44.680851063829785
PAL0910,108,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,2009-11-10,53.4,15.8,219.0,5500.0,Male,8.41017,-26.33867,,False,False,False,False,False,5.5,843.72,3.3797468354430378,39.81818181818182
PAL0910,109,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,2009-11-09,43.3,14.0,208.0,4575.0,Female,8.4207,-26.38092,,False,False,False,False,False,4.575,606.1999999999999,3.0928571428571425,45.46448087431694
PAL0910,110,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,2009-11-09,48.1,15.1,209.0,5500.0,Male,8.45738,-26.22664,,False,False,False,False,False,5.5,726.3100000000001,3.185430463576159,38.0
PAL0910,111,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,2009-11-20,50.5,15.2,216.0,5000.0,Female,8.24691,-26.18466,,False,False,False,False,False,5.0,767.5999999999999,3.322368421052632,43.2
PAL0910,112,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,2009-11-20,49.8,15.9,229.0,5950.0,Male,8.29226,-26.21019,,False,False,False,False,False,5.95,791.8199999999999,3.132075471698113,38.48739495798319
PAL0910,113,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,2009-11-27,43.5,15.2,213.0,4650.0,Female,8.21634,-26.11046,,False,False,False,False,False,4.65,661.1999999999999,2.861842105263158,45.806451612903224
PAL0910,114,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,2009-11-27,51.5,16.3,230.0,5500.0,Male,8.78557,-25.76147,,False,False,False,False,False,5.5,839.45,3.1595092024539877,41.81818181818182
PAL0910,115,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,2009-11-25,46.2,14.1,217.0,4375.0,Female,8.30231,-25.96013,,False,False,False,False,False,4.375,651.4200000000001,3.276595744680851,49.6
PAL0910,116,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,2009-11-25,55.1,16.0,230.0,5850.0,Male,8.08354,-26.18161,,False,False,False,False,False,5.85,881.6,3.44375,39.31623931623932
PAL0910,117,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,Yes,2009-12-01,44.5,15.7,217.0,4875.0,Unknown,8.04111,-26.18444,Sexing primers did not amplify.,False,False,False,False,False,4.875,698.65,2.8343949044585988,44.51282051282051
PAL0910,118,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,Yes,2009-12-01,48.8,16.2,222.0,6000.0,Male,8.33825,-25.88547,,False,False,False,False,False,6.0,790.56,3.0123456790123457,37.0
PAL0910,119,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,No,2009-12-01,47.2,13.7,214.0,4925.0,Female,7.99184,-26.20538,Nest never observed with full clutch.,False,False,False,False,False,4.925,646.64,3.445255474452555,43.45177664974619
PAL0910,120,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,No,2009-12-01,44.45,17.3,197.0,4050.0,Unknown,,,Adult not sampled. Nest never observed with full clutch.,False,False,False,False,False,4.05,768.9850000000001,2.569364161849711,48.641975308641975
PAL0910,121,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,2009-11-22,46.8,14.3,215.0,4850.0,Female,8.41151,-26.13832,,False,False,False,False,False,4.85,669.24,3.2727272727272725,44.3298969072165
PAL0910,122,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,2009-11-22,50.4,15.7,222.0,5750.0,Male,8.30166,-26.04117,,False,False,False,False,False,5.75,791.28,3.210191082802548,38.608695652173914
PAL0910,123,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,2009-11-22,45.2,14.8,212.0,5200.0,Female,8.24246,-26.11969,,False,False,False,False,False,5.2,668.96,3.054054054054054,40.76923076923077
PAL0910,124,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,2009-11-22,49.9,16.1,213.0,5400.0,Male,8.3639,-26.15531,,False,False,False,False,False,5.4,803.3900000000001,3.0993788819875774,39.44444444444444
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N61A1,No,2007-11-19,46.5,17.9,192.0,3500.0,Female,9.03935,-24.30229,Nest never observed with full clutch.,False,False,False,False,False,3.5,832.3499999999999,2.597765363128492,54.857142857142854
PAL0708,2,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N61A2,No,2007-11-19,50.0,19.5,196.0,3900.0,Male,8.92069,-24.23592,Nest never observed with full clutch.,False,False,False,False,False,3.9,975.0,2.5641025641025643,50.256410256410255
PAL0708,3,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N62A1,Yes,2007-11-26,51.3,19.2,193.0,3650.0,Male,9.29078,-24.7557,,False,False,False,False,False,3.65,984.9599999999999,2.671875,52.87671232876713
PAL0708,4,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N62A2,Yes,2007-11-26,45.4,18.7,188.0,3525.0,Female,8.64701,-24.62717,,False,False,False,False,False,3.525,848.9799999999999,2.427807486631016,53.333333333333336
PAL0708,5,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N64A1,Yes,2007-11-21,52.7,19.8,197.0,3725.0,Male,9.00642,-24.61867,,False,False,False,False,False,3.725,1043.46,2.6616161616161618,52.88590604026845
PAL0708,6,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N64A2,Yes,2007-11-21,45.2,17.8,198.0,3950.0,Female,8.88942,-24.49433,,False,False,False,False,False,3.95,804.5600000000001,2.539325842696629,50.12658227848101
PAL0708,7,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N66A1,Yes,2007-11-28,46.1,18.2,178.0,3250.0,Female,8.85664,-24.55644,,False,False,False,False,False,3.25,839.02,2.5329670329670333,54.76923076923077
PAL0708,8,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N66A2,Yes,2007-11-28,51.3,18.2,197.0,3750.0,Male,8.63701,-24.84059,,False,False,False,False,False,3.75,933.66,2.8186813186813184,52.53333333333333
PAL0708,9,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N67A1,Yes,2007-11-21,46.0,18.9,195.0,4150.0,Female,8.47173,-24.29229,,False,False,False,False,False,4.15,869.4,2.433862433862434,46.98795180722891
PAL0708,10,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N67A2,Yes,2007-11-21,51.3,19.9,198.0,3700.0,Male,8.79581,-24.36088,,False,False,False,False,False,3.7,1020.8699999999999,2.577889447236181,53.51351351351351
PAL0708,11,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N68A1,Yes,2007-11-28,46.6,17.8,193.0,3800.0,Female,8.95063,-24.59897,,False,False,False,False,False,3.8,829.48,2.6179775280898876,50.78947368421053
PAL0708,12,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N68A2,Yes,2007-11-28,51.7,20.3,194.0,3775.0,Male,8.68747,-24.38751,,False,False,False,False,False,3.775,1049.51,2.5467980295566504,51.390728476821195
PAL0708,13,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N69A1,Yes,2007-11-26,47.0,17.3,185.0,3700.0,Female,8.72037,-24.80526,,False,False,False,False,False,3.7,813.1,2.7167630057803467,50.0
PAL0708,14,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N69A2,Yes,2007-11-26,52.0,18.1,201.0,4050.0,Male,9.0233,-24.38933,,False,False,False,False,False,4.05,941.2,2.87292817679558,49.62962962962963
PAL0708,15,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N70A1,Yes,2007-11-22,45.9,17.1,190.0,3575.0,Female,9.12277,-24.90024,,False,False,False,False,False,3.575,784.89,2.6842105263157894,53.14685314685315
PAL0708,16,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N70A2,Yes,2007-11-22,50.5,19.6,201.0,4050.0,Male,9.8059,-24.7294,,False,False,False,False,False,4.05,989.8000000000001,2.576530612244898,49.62962962962963
PAL0708,17,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N71A1,No,2007-11-30,50.3,20.0,197.0,3300.0,Male,10.02019,-24.54704,Nest never observed with full clutch.,False,False,False,False,False,3.3,1006.0,2.5149999999999997,59.6969696969697
PAL0708,18,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N71A2,No,2007-11-30,58.0,17.8,181.0,3700.0,Female,9.14382,-24.57994,Nest never observed with full clutch.,False,False,False,False,False,3.7,1032.4,3.258426966292135,48.91891891891892
PAL0708,19,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N72A1,Yes,2007-11-30,46.4,18.6,190.0,3450.0,Female,9.32105,-24.64162,,False,False,False,False,False,3.45,863.0400000000001,2.494623655913978,55.07246376811594
PAL0708,20,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",N72A2,Yes,2007-11-30,49.2,18.2,195.0,4400.0,Male,9.27158,-24.64335,,False,False,False,False,False,4.4,895.44,2.7032967032967035,44.31818181818181
