,species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,bill_length_mm_outlier,bill_depth_mm_outlier,flipper_length_mm_outlier,body_mass_g_outlier,is_any_outlier,body_mass_kg,bill_area_mm2,bill_ratio,flipper_mass_ratio,cluster,PC1,PC2
309,Gentoo,Biscoe,52.1,17.0,230.0,5550.0,Male,False,False,False,False,False,5.55,885.7,3.0647058823529414,41.44144144144144,1,2.839287549149104,0.9835247611757395
310,Gentoo,Biscoe,47.5,15.0,218.0,4950.0,Female,False,False,False,False,False,4.95,712.5,3.1666666666666665,44.04040404040404,1,1.955729388726391,-0.39841876738028265
311,Gentoo,Biscoe,52.2,17.1,228.0,5400.0,Male,False,False,False,False,False,5.4,892.6200000000001,3.052631578947368,42.22222222222222,1,2.642018717082352,1.0189326458338468
312,Gentoo,Biscoe,45.5,14.5,212.0,4750.0,Female,False,False,False,False,False,4.75,659.75,3.1379310344827585,44.63157894736842,1,1.5059275605973361,-0.8430471047274055
313,Gentoo,Biscoe,49.5,16.1,224.0,5650.0,Male,False,False,False,False,False,5.65,796.95,3.074534161490683,39.64601769911504,1,2.626720427231586,0.3423737554876578
314,Gentoo,Biscoe,44.5,14.7,214.0,4850.0,Female,False,False,False,False,False,4.85,654.15,3.027210884353741,44.12371134020619,1,1.5324097798806449,-0.8609267122240782
315,Gentoo,Biscoe,50.8,15.7,226.0,5200.0,Male,False,False,False,False,False,5.2,797.56,3.2356687898089174,43.46153846153846,1,2.5902627456804046,0.27577061213231135
316,Gentoo,Biscoe,49.4,15.8,216.0,4925.0,Male,False,False,False,False,False,4.925,780.52,3.1265822784810124,43.85786802030457,1,1.85247936515183,0.1319175127616542
317,Gentoo,Biscoe,46.9,14.6,222.0,4875.0,Female,False,False,False,False,False,4.875,684.74,3.212328767123288,45.53846153846154,1,2.0999736477095006,-0.6338958898305918
318,Gentoo,Biscoe,48.4,14.4,203.0,4625.0,Female,False,False,False,False,False,4.625,696.96,3.3611111111111107,43.891891891891895,1,1.3130680260387924,-0.579569082687297
319,Gentoo,Biscoe,51.1,16.5,225.0,5250.0,Male,False,False,False,False,False,5.25,843.15,3.096969696969697,42.85714285714285,1,2.445679131143421,0.638375535789315
320,Gentoo,Biscoe,48.5,15.0,219.0,4850.0,Female,False,False,False,False,False,4.85,727.5,3.2333333333333334,45.154639175257735,1,2.011922798849763,-0.2989396554195841
321,Gentoo,Biscoe,55.9,17.0,228.0,5600.0,Male,False,False,False,False,False,5.6,950.3,3.288235294117647,40.71428571428572,1,3.1095422097216256,1.4060233512115898
322,Gentoo,Biscoe,47.2,15.5,215.0,4975.0,Female,False,False,False,False,False,4.975,731.6,3.045161290322581,43.21608040201005,1,1.7225591866242178,-0.22638712675940925
323,Gentoo,Biscoe,49.1,15.0,228.0,5500.0,Male,False,False,False,False,False,5.5,736.5,3.273333333333333,41.45454545454545,1,2.8787490459667096,-0.1629996115399922
324,Gentoo,Biscoe,47.3,13.8,216.0,4725.0,Unknown,False,False,False,False,False,4.725,652.74,3.4275362318840576,45.71428571428572,1,1.9465581339170939,-0.9312364111175319
325,Gentoo,Biscoe,46.8,16.1,215.0,5500.0,Male,False,False,False,False,False,5.5,753.48,2.9068322981366457,39.09090909090909,1,1.9274235930061352,0.02846478054114374
326,Gentoo,Biscoe,41.7,14.7,210.0,4700.0,Female,False,False,False,False,False,4.7,612.99,2.8367346938775517,44.680851063829785,1,1.0304100060571397,-1.185041244877254
327,Gentoo,Biscoe,53.4,15.8,219.0,5500.0,Male,False,False,False,False,False,5.5,843.72,3.3797468354430378,39.81818181818182,1,2.7056884712562215,0.6325860431506743
328,Gentoo,Biscoe,43.3,14.0,208.0,4575.0,Female,False,False,False,False,False,4.575,606.1999999999999,3.0928571428571425,45.46448087431694,1,1.1388157048833496,-1.3066993684619992
329,Gentoo,Biscoe,48.1,15.1,209.0,5500.0,Male,False,False,False,False,False,5.5,726.3100000000001,3.185430463576159,38.0,1,1.993105193562063,-0.23528420033898356
330,Gentoo,Biscoe,50.5,15.2,216.0,5000.0,Female,False,False,False,False,False,5.0,767.5999999999999,3.322368421052632,43.2,1,2.118270946907256,0.0173081016298644
331,Gentoo,Biscoe,49.8,15.9,229.0,5950.0,Male,False,False,False,False,False,5.95,791.8199999999999,3.132075471698113,38.48739495798319,1,3.104258733317257,0.3266531202802719
332,Gentoo,Biscoe,43.5,15.2,213.0,4650.0,Female,False,False,False,False,False,4.65,661.1999999999999,2.861842105263158,45.80645161290322,1,1.1683784854761465,-0.7892444954528848
333,Gentoo,Biscoe,51.5,16.3,230.0,5500.0,Male,False,False,False,False,False,5.5,839.45,3.159509202453988,41.81818181818182,1,2.897253851159374,0.6283652801857037
334,Gentoo,Biscoe,46.2,14.1,217.0,4375.0,Female,False,False,False,False,False,4.375,651.4200000000001,3.276595744680851,49.6,1,1.594137571988065,-0.9671913363500287
335,Gentoo,Biscoe,55.1,16.0,230.0,5850.0,Male,False,False,False,False,False,5.85,881.6,3.44375,39.31623931623932,1,3.5001413237781778,0.9391701304891837
336,Gentoo,Biscoe,44.5,15.7,217.0,4875.0,Unknown,False,False,False,False,False,4.875,698.65,2.8343949044585988,44.51282051282051,1,1.469347479454167,-0.45216774635125057
337,Gentoo,Biscoe,48.8,16.2,222.0,6000.0,Male,False,False,False,False,False,6.0,790.56,3.0123456790123457,37.0,1,2.705834082735775,0.34265332320424224
338,Gentoo,Biscoe,47.2,13.7,214.0,4925.0,Female,False,False,False,False,False,4.925,646.64,3.445255474452555,43.45177664974619,1,2.0136275664193852,-0.9619926813044607
339,Gentoo,Biscoe,44.45,17.3,197.0,4050.0,Unknown,False,False,False,False,False,4.05,768.9850000000001,2.569364161849711,48.641975308641975,2,-0.24989227365136316,0.10117478030067084
340,Gentoo,Biscoe,46.8,14.3,215.0,4850.0,Female,False,False,False,False,False,4.85,669.24,3.2727272727272725,44.3298969072165,1,1.8475832534898866,-0.7703126569676279
341,Gentoo,Biscoe,50.4,15.7,222.0,5750.0,Male,False,False,False,False,False,5.75,791.28,3.210191082802548,38.60869565217392,1,2.769939087434405,0.2892448678543994
342,Gentoo,Biscoe,45.2,14.8,212.0,5200.0,Female,False,False,False,False,False,5.2,668.96,3.054054054054054,40.76923076923077,1,1.728749823501159,-0.7068187908339832
343,Gentoo,Biscoe,49.9,16.1,213.0,5400.0,Male,False,False,False,False,False,5.4,803.3900000000001,3.0993788819875774,39.44444444444444,1,2.0360543610007,0.3582171139072381
